processed_by,revenue,internal_code,customer_notes,sale_id,shipping_comment,subcategory
Kevin, 15.7 ,7203,Hotel compare though easy.,7393,Both staff oil anything., Paper 
Melinda,111.98,5102,Whatever arm station effect quite space nation.,4912,Day girl current data.,phones
Edward,54.96,7496,Around former economy PM now.,5236,Despite pass box attack.,Appliances
Jack, 131.98 ,1329,Before but anyone full focus visit this.,6471,Play me low turn reach marriage., Phones
Traci,USD 26.86,2458,Gun on economy have set.,4577,Go box conference.,Storage
Michael, 40.7 ,1837,Today alone customer national fact near.,9423,Series back soon interest., Supplies 
Bruce,51.96,9000,Unit accept hundred participant half table.,2891,Employee view leg or heart health.,chairs
Haley,9.21,8020,Stage draw offer blood black ball protect administration.,4742,Require sign scene wrong land.,art
Cheryl, $93.34 ,1087,Fire field likely audience.,5135,Answer receive occur each., Binders 
Marcus,missing,7643,Describe line add radio discover else.,5251,Charge most movie war.,Accessories
Tiffany,USD 786.48,9104,Under difference hair drop himself sea too.,1622,Drop fund at far century lawyer., Labels 
Heather,USD 79.99,1027,Mean leader pick red say three.,5001,During focus police red become type., Accessories
Donna,25.71,2910,Their need if fast sea.,7700,Development third professor memory.,SUPPLIES
Linda, $20.74 ,8925,Throughout top adult benefit.,6653,For carry remain probably see.,Paper 
Deborah,USD 45.06,7229,Leave laugh medical line environment.,934,Prepare significant yard., Paper
Robert,USD 4.37,1407,College have also happy meeting.,3563,Man foot fly computer., Binders 
Lisa,USD 146.76,3773,Performance student including between sometimes.,7015,Other might a few. Others way range.,appliances
Charles, $756.80 ,5403,Action plant one green including Mrs.,8965,Up then my hair unit claim catch wide., Furnishings 
Anna,545.92,9722,Worry participant wonder.,5386,Risk game himself shoulder.,Phones
Miguel,USD 82.66,3794,Sister yeah something.,81,Race interest person different all., Paper 
Danielle,"1,121.57",4171,Understand money rule section thing recognize yourself.,552,Baby figure anyone.,Chairs 
Victoria,720.06,2526,Instead citizen close.,4638,Eight manager nearly know sea age age., Storage
Edward,USD 325.63,8782,Democratic story win economic.,7627,My process information cold town sense.,Appliances 
Jake,INVALID,5494,Street method them beautiful clearly candidate at.,4147,Hand analysis set clear leave.,Furnishings
Daniel,368.97,6340,None fall physical factor suffer.,3747,Follow avoid lose partner.,Chairs 
Nathaniel,N/A,5992,Machine appear record.,4877,Tax organization nearly.,Storage 
Heather,73.01,8646,No risk these watch order sometimes fish.,3358,Never or he treat foreign., Paper
Michael,14.80,6170,Understand level on that specific.,5915,Keep machine sometimes house., Furnishings 
David, $42.24 ,9955,Plant describe speech perform yes machine really.,3970,Across travel us., Paper
Christopher,69.98,9852,Sister couple program effect he.,6024,Establish next tree wrong by down., Accessories
Kathy,189.00,5799,Pressure it civil its.,4293,Born personal maybe support., Appliances
Jacob,USD 127.95,1142,Effect well skin thank she history.,6312,Water much way Democrat security.,furnishings
Brenda, 37.17 ,8806,Floor eat picture push.,9651,Reveal wait pressure wind picture cost., Art
Laura," $4,499.98 ",2732,Speak item hard war area matter grow.,7773,Add nice over crime. Level total maybe.,MACHINES
Danny,515.88,9983,Most oil drop.,1700,Wall beyond use.,TABLES
Shelly, $11.76 ,5897,Piece fast woman free.,3413,Little our offer fact month we.,Art
Julie,28.75,8881,She above cover consider account.,3937,Never new somebody large woman.,ENVELOPES
Erin, $22.72 ,2529,Girl statement business.,5770,His rock arrive.,Paper
Jackie,USD 239.97,8143,Really then various fund the skill plant.,3889,Debate total site step.,Phones
Wendy, 403.68 ,5766,Back score wife remain.,9095,Owner hospital treatment note long.,BINDERS
Evan, 9.936 ,6454,Three writer run power foot budget.,165,Glass staff forward bill., Art 
Theresa, 12.96 ,2359,Share future store could.,6870,Push coach very truth other.,Paper 
Derek,500.24,4283,Customer process hold put.,9733,Week article everybody hospital., Chairs
Kathy,11.68,4642,Admit main southern.,4946,Society this accept region pick.,BINDERS
Hannah, $617.00 ,6177,Week red area need morning go.,3846,State main television man.,BOOKCASES
Jose,797.94,7544,Also night various look.,9749,Read today by.,Chairs
Bradley,USD 61.96,3945,Last agree attorney employee group leave.,6257,Exactly cultural director., Bookcases 
Courtney,USD 154.90,6111,Talk show audience call wide wife.,5685,Whose fish bit record space former can., Appliances
Kyle, $100.80 ,8369,Company international Mr effort environmental catch see process.,7323,Special budget position lead.,Accessories
Larry, $19.44 ,3529,Natural not discussion seven teacher thousand yet.,8263,Think occur son western.,paper
Jackson, 103.12 ,5313,Democratic hand democratic other.,654,Course score should., Accessories 
Chad, 587.97 ,8076,Knowledge while growth final modern.,2597,Billion moment score story., Phones 
James,363.65,8872,Rise like human blood local.,1426,Away to either coach majority., Storage
John, 36.624 ,8354,Near decade ground organization present trouble south.,1038,End which stuff leg generation., Binders
Hannah,USD 14.58,1402,Husband develop lose soon.,9152,Long process hear south family., Art 
Sherry,26.80,9148,Social you human star safe central report.,305,Just use method TV full however.,Furnishings
Jacob,4.77,3223,Soldier parent there election success woman.,7811,Activity ok bit child understand.,Paper
Maria, $27.82 ,8710,Growth choice song responsibility foreign price blue discussion.,678,Tell street should.,accessories
Richard,41.86,4520,Interest writer stop white media.,7122,Third recent car stuff.,PAPER
Gloria,23.10,6781,His over brother more woman career site.,862,Cause spring consumer protect.,Art
Samuel,671.94,8802,Mr concern ground large help rather PM.,4164,Hear long great practice first.,Binders 
Vanessa,10.78,6743,Particular performance list everyone.,2652,Include design price ground.,Binders 
Daniel,9.48,2987,Professor teacher son dark today agent song.,3374,Hot and identify five southern., Furnishings 
Todd, 11.16 ,1567,Let score option out run.,9884,Sense another begin decade.,ENVELOPES
Jason, $499.95 ,6158,Around force teach week.,5620,Tv story allow theory.,accessories
Christina, 23.04 ,5930,Claim begin purpose action feel.,9205,Discover animal college writer mind.,ART
Steven, 22.752 ,5193,My before state put.,9902,Skill break art shake whole money care.,furnishings
Marcus,USD 14.35,8621,Send industry institution yes investment better situation.,2286,College travel time.,Paper 
Aaron,USD 10.37,9983,Fine music yard central rather TV manager.,2369,Century rock radio child join.,paper
Kathy, $125.94 ,2567,House man lot.,8012,Concern really away effect long fish.,Phones
Kristen, 23.68 ,1419,New nature send them election behind.,1362,Near range subject star.,Paper
Kyle,USD 589.41,8288,Our participant style provide majority field tend.,9582,Agreement alone rule.,CHAIRS
John,16.78,3677,Quickly how heavy model.,5934,Detail authority before., Accessories 
Ricky,55.94,9114,Reflect child summer light behind wife.,4252,Water next vote return group determine.,Phones
Henry,40.30,9146,Into rather will western social issue.,775,Half economy leg nor water service.,art
Daniel, 9.328 ,7837,Challenge company admit production lose process mouth.,4849,Its send statement simple remember., Art
Jennifer,USD 55.92,5321,Notice this then many doctor participant.,2996,Evidence name think article., Storage
Stacy,1212.85,1122,Water tree anyone drug bank end determine.,1487,Able economic five wrong.,Phones
Robert,11.98,9608,Performance wrong subject also agent approach.,7644,Bag idea kind success.,BINDERS
Jeremy,140.67,7897,Benefit rest return base.,9741,Woman staff month add whatever., Appliances
Jose, 263.88 ,9619,Sit song future himself expect message street.,450,Cold many sure opportunity second., Art 
Kelsey,11.52,5865,Than firm put indeed power.,7408,Take book home black.,LABELS
Kelly,44.74,5467,Between hope offer rise build place.,1620,Nation allow return report.,phones
Jeremy,106.75,1105,Notice great conference argue.,1853,Cut a safe song even.,envelopes
Elizabeth, 16.448 ,7338,Reason address rock best any involve late.,7981,Big assume energy go onto any right., Paper 
Jean,76.86,6557,Politics pass activity save than.,6849,Resource clear teach follow.,Paper 
Sarah,USD 55.48,6588,War would scene exactly contain.,711,Red share well both church authority.,Paper 
Caitlin,6.67,6458,Here agent movie tax.,7755,He or since office.,ART
Matthew, 22.336 ,1580,Available yeah live statement business.,3409,Little sound teach.,FURNISHINGS
Sandra,USD 2003.92,8994,Here south first beautiful industry.,5919,Necessary attorney necessary., Bookcases 
Richard,USD 47.95,5435,Education south fast present measure.,1235,Ball dinner current., Furnishings 
Stacie,6.46,1568,Create evening as reach message attention color involve.,3666,Eight develop fight number law tree.,binders
Barbara,1801.63,9791,Role into unit.,5186,Chair kid beyond light.,storage
Stephen, 301.96 ,4892,Oil general past drug little field or lead.,2416,Over the area long require under.,Bookcases 
Andrew,N/A,7790,Through simply agent if free plan common.,2954,Every physical home reflect senior.,Phones
William,109.48,6916,Write Republican book class first.,6338,Safe can past set who certainly.,FURNISHINGS
Wendy,36.44,1599,Guess behind environmental your computer cover within.,5784,Society play magazine common.,Paper 
Nicole,7.38,2258,Push happy plan city.,6630,Several drug watch., Binders
Tammy, 14.352 ,5192,Support those purpose social television.,1276,Break around information listen since.,Paper 
Craig, $27.58 ,7883,Phone coach risk only set remember.,4841,Executive against single ball get join.,Furnishings
Kimberly, 30.345 ,8658,Front color crime.,4824,Develop pick big thousand., Machines 
Steven,871.80,7303,She offer that marriage.,6474,Hear age response.,Appliances
Kimberly,248.85,5600,To but eight want yourself tonight career.,3290,Whom our control charge alone., Accessories 
Amy, 198.272 ,7732,Party Republican can election mind fall figure.,1524,Price ability against., Paper 
Mary,1079.85,7828,Move make training relationship ground.,9579,Wind blood rate build else to., Phones 
Eric,USD 20.23,6009,Attack good minute reflect single quickly.,7963,Behind race head mouth piece history.,Binders 
Jeffrey, 82.26 ,3177,Growth opportunity hotel know body.,6445,College mother five western say.,furnishings
Cody,386.91,6292,Newspaper its can fast admit consider actually.,6660,Discover yes court though perform.,tables
Christina,101.94,4078,Buy black party safe term management.,6582,Month force gas art president open., Furnishings 
Lisa,102.34,9120,Whatever cut hard evidence hand morning fact.,1271,Exist service five describe success.,Storage
Victoria,29.95,5562,Dark instead imagine beat decide put five.,9048,Adult job present purpose lead., Art 
Samantha,671.98,5353,Less two improve.,2955,Since usually summer son moment store.,Phones 
James,USD 9892.74,2162,Care exactly member century child bit with.,9040,Avoid let partner author position., Binders
Antonio,67.34,8371,Race prove people piece field.,4128,Bar only certainly it lose follow.,STORAGE
Cesar, $76.79 ,4598,Clearly officer drug.,5608,Key young one name property.,Storage 
Ashley, $12.29 ,5518,Thing family daughter raise.,7145,He somebody although least base., Binders
James, $11.35 ,2199,Physical however movement.,4235,Drop exist so foreign most argue.,PAPER
Dennis,USD 220.70,5474,Matter physical wonder especially should authority price.,8565,Else security wind history.,Furnishings 
Joe,592.74,1289,Color performance often phone owner without clearly.,7821,Amount follow food benefit gas.,Storage 
Christopher,USD 52.44,9219,Imagine apply talk way.,5269,Plan Mrs five interview from apply.,Machines 
Stephen, $81.96 ,6743,Arm because program third us.,7863,Sound fight later western investment.,Storage
Lisa,272.74,2486,Product professor administration writer office reality represent garden.,741,Medical trial act you.,STORAGE
Amy,13.63,5530,Land a something both church.,6106,Management analysis build walk mouth.,art
Jennifer, $795.51 ,9346,Happen practice own her.,5850,Yes hotel tax yet somebody., Storage 
Darlene, $37.41 ,4593,Week scene dark campaign nor.,9629,Much me dinner design service.,paper
Lisa,38.82,2887,Memory she about can.,1249,Method billion style if.,ART
Patricia, 25.92 ,5539,Bad decade heavy car fact.,5382,Fill affect cut throw.,Paper 
Nicole,error,4756,List music economic head power resource.,9758,Outside increase accept war., Phones
Lauren,113.89,7989,No general summer much even.,2952,Plant rise unit study.,Chairs
Brandi, 21.4 ,1042,Feeling I example identify.,4017,Your lot really eat bill white.,Paper 
Daniel," $1,488.42 ",5815,Nice bad thousand nor various exist.,378,Home must occur.,tables
Martha,6.98,4312,Investment somebody ahead pick.,1770,Paper throughout interview far.,Supplies
Marissa,64.96,7891,To tough bill more through yet.,8129,Gas type learn whom itself., Furnishings
Gabriel,USD 8.94,6112,Everything wait involve teach.,538,Doctor still law commercial agency.,FASTENERS
Joseph,USD 177.48,1432,Station play the factor receive.,8753,Go life policy finally national.,PHONES
Rebekah,821.88,4439,Ground group Republican quite.,2552,Large blue event yes sea attack style., Furnishings
Jean,283.92,6247,Growth entire hot close born.,540,Sure painting central become push even., Chairs 
Roger, $60.12 ,5695,Practice development worry former town.,6968,Pm central talk piece.,paper
Carl,,9059,Occur indeed moment trouble social always.,1086,Cell ever boy space customer if.,Machines
John,USD 127.96,3925,Draw before physical some real value others relationship.,4572,Social kid car at possible.,BINDERS
Christopher,137.62,4886,Move nothing edge center.,1551,Reason deal son.,appliances
Steven,230.28,2742,Join tell might member hotel.,7932,Such state college police.,chairs
Mark, 20.04 ,4730,Tv radio benefit growth.,8153,North institution people ready., Paper 
Autumn,4.94,9219,Purpose life Republican.,9655,Worker very near news break., Binders 
Nancy, $279.86 ,8715,Tough rather kitchen you cup night.,6500,Dog his trouble protect official much.,Accessories
Samantha,"1,199.98",7799,Sort old national cup young letter.,4813,Great majority Congress., Copiers 
Barbara, 30.0 ,3427,Impact week state base relate hair.,6717,Cover size per could though.,FASTENERS
James,623.46,5516,Mention space chance market.,4670,What stay later small reflect., Bookcases
Ashley, $105.52 ,8444,Same nor care lawyer space sign physical.,5085,Moment spring through.,PAPER
Carrie,207.35,7641,A manage me three word.,9909,Data avoid let police give be myself.,FURNISHINGS
Julia,12.19,2506,Body your crime crime.,933,Chance for wide behavior., Paper
Julie, 897.15 ,5732,Third research shake trip state technology.,4929,Glass subject quickly themselves., Chairs
Anthony,USD 359.32,4602,Ground clear realize again lawyer employee travel.,9365,Magazine fear focus marriage., Storage
Sandra,USD 25.34,4685,Guess three pretty writer including.,952,Month them color always upon event ten.,Paper 
Dwayne,USD 359.77,2316,Central three tree institution example throw.,6741,Woman design capital include run., Chairs
Tamara,USD -45,7733,Local family watch ability fast building.,6588,Make fact must resource line American.,BOOKCASES
Matthew,USD 59.98,9751,Bit us case study draw clear over.,7921,Color box attorney or.,Accessories
Holly, 305.9745 ,3237,Program response always need authority.,8710,Thing effort imagine must most player., Bookcases
Stanley, $205.03 ,8219,Him stop without indeed throw.,2235,However us way bed wind Republican bed.,ACCESSORIES
Paige, $24.56 ,8798,Watch condition many along continue.,4214,Red I sit third enjoy contain., Paper
Ricky,261.96,4574,Care institution candidate compare also professor.,1,Involve place yeah region model., Bookcases
Wendy,1004.98,5581,Production blue establish deep event price former much.,1506,Thousand radio form certainly.,tables
Steven,53.72,6839,Attention man section bar.,2505,Box try campaign very.,STORAGE
Ann, 6.68 ,9774,Picture campaign likely us tree step certain.,6305,Evening reach add subject., Paper
Jesse,19.44,4738,Catch structure will court upon lay cultural.,1004,Move laugh record production certainly.,PAPER
Mary, $24.56 ,7345,Adult when authority seek.,348,My site probably personal look., Paper 
Cristian,"1,439.98",1948,Change ahead free crime current.,1987,Discuss act pretty them your mind.,Copiers
Caitlin,unknown,7959,Remember fight himself as federal.,8686,Push stuff would fall.,Storage 
Natasha,12.48,9924,Exist attorney almost director medical but medical.,1270,Name man eye red rather begin nearly., Paper
Jocelyn,USD 479.97,9623,Fill nice act ahead country.,7706,Material feeling determine arrive.,Accessories 
Kenneth,-50,6999,Our marriage produce federal American election.,4186,Work church look article., Accessories 
Melinda, $198.27 ,5007,Economy star pressure carry.,5361,Grow he coach whom from ever wrong., Bookcases
Kyle,122.92,9508,Medical house security human perform guy.,3240,Course rest right individual.,PHONES
Thomas,241.96,2637,How two clear know nature several during.,6402,Institution study operation deal week.,Bookcases 
Courtney,USD 1676.88,7486,Society network mind sign major.,9368,Moment stop wear despite thing., Storage
Kristi,USD 62.38,3872,Once address dream through citizen.,3390,Person the ten., Art
Charles,USD 21.96,3953,Person free magazine buy religious key last.,9055,Religious consumer others have site.,supplies
Cynthia,USD 22.96,2622,Push citizen final community try not all.,5925,Special service response.,ART
Jessica,USD 25.90,6830,During a security pressure certainly either wide.,7486,Heart record century similar.,Binders 
Diana, $8.67 ,1063,Approach strong ten group when few.,9497,Him cold blood high statement.,appliances
Tristan, 12.585 ,4412,Listen my four ground those.,6811,Social with special party maybe animal., Machines 
Cassandra,USD 29.16,8023,Young TV common.,3039,Pull performance section account.,furnishings
John, 4.86 ,6443,Ever course story.,8755,Offer expert better., Binders 
Scott,USD 25.92,6565,Decision down seek these night mission him use.,9037,Window realize focus arm life.,PAPER
Richard, $31.68 ,4323,Eye challenge four she bar card reveal.,7264,Authority whether suggest.,envelopes
Brian,123.92,5721,Summer property value opportunity strategy have animal include.,8853,Dream leg everybody day indeed major., Paper 
Jennifer,-999,7066,Maybe listen positive remain.,5235,Road actually time.,Tables
Jeremy, 383.84 ,9839,Instead buy member similar against.,6190,Manager base too book.,Phones 
Austin,53.42,6413,Three view century back.,2940,Site decade possible young Mr support., Storage
Roy, 71.976 ,1897,Kind matter call hold between agency likely.,9175,Could system same say family.,phones
Mark, 55.176 ,3892,Establish family know same.,6230,Would through behind.,Accessories 
Brandy, 2.694 ,7231,Box order discuss body race.,4862,And indeed over compare simple.,binders
Eddie,USD 105.58,4493,Him choice him vote thank appear.,2842,Player understand bad., Phones 
Laurie,29.95,2671,Color reach yourself hour evening culture stop possible.,9581,Fast unit degree fly., Art 
Sarah, 22.62 ,9046,Girl prepare minute imagine.,501,Level floor hear whatever draw country., Binders
Denise, $183.84 ,2194,Physical serious prove issue.,1316,Rule girl however admit across.,furnishings
Kevin, $141.96 ,6074,Do this name indeed blood.,2026,Dinner tax that animal why.,Bookcases
Kathleen, 171.04 ,6921,Music everything write similar.,8262,Else seven next drug seat.,Storage
Joseph, $386.91 ,9425,Community spring follow system allow system.,6660,Call growth adult music I., Tables
Jared, 67.194 ,4772,Describe plant move plan model physical cup.,8877,Most respond bar discover.,binders
Donald, $580.67 ,4805,Finish worry experience top simply.,3386,Let along force.,storage
Catherine,35.92,6277,Media light catch beat.,1719,Young remain continue cold.,Furnishings 
Sara, 1573.488 ,8548,Act something check.,570,Difficult society hair issue.,BOOKCASES
Christie,USD -45,3369,Pattern energy magazine instead his have.,8314,Wall describe very she., Chairs 
Anthony,455.97,4892,Offer street debate couple rock behavior question.,9344,Lay church nothing ahead stuff.,TABLES
Jody, 138.0 ,7497,Attorney mention trouble chance trip nation.,7200,These specific capital federal.,PHONES
Rachel, 69.264 ,6168,Seat price affect wonder choose.,4282,News teacher free.,chairs
Jacqueline, 18.24 ,4137,Business effect stuff modern hundred.,6213,Adult town certainly bit.,FASTENERS
Melinda,USD 57.96,7278,Food thank author card daughter have.,7639,Condition stay music or tree., Envelopes 
Erik, 173.488 ,9956,Thousand view can radio way.,9816,Three six ground attention rate coach., Paper 
Olivia, $7.77 ,4803,Staff author news parent traditional shoulder.,9575,Short something begin job event.,Appliances 
Donna, 230.28 ,1338,Value three though.,2615,Mention finally energy character., Chairs 
Spencer, $8.02 ,9149,Alone lot word method physical fish decade.,6833,Also conference outside camera.,Art 
Cindy, 12.96 ,7590,Push control sell discover.,7430,Represent magazine tree., Paper
Andrew, 321.552 ,3354,Summer type cause where.,7441,Fall where majority why trade produce.,PHONES
Elizabeth, 8.7 ,6435,Near team from north.,9878,Series why statement small whole., Binders
Timothy,USD 38.88,6582,Compare rise ball truth.,5258,Discover child she night PM.,Paper 
Diana, 239.97 ,8645,Read language good thousand trial want material.,2758,Pressure eye camera especially reason.,Accessories
Thomas, $41.92 ,5803,General product here process.,1664,Hit kitchen agent thought keep wonder., Storage 
Patricia,USD 2.78,1390,Either four reveal run similar last.,1562,Any think task raise opportunity.,Art
David,USD 37.17,9566,Manage daughter thousand finally of.,1375,Until give management society.,ART
Susan,12.06,1835,Thing night much since measure account natural.,9458,Usually provide low husband interest., Binders 
Devin, $18.70 ,4238,Race determine Congress my thus audience another.,2945,Crime ahead door.,Furnishings
Andrew,USD 81.96,5778,Chance against television item way exactly.,5364,Rich fast contain method billion issue.,Appliances 
William,USD 6.46,5576,Increase all whether manage specific decision game.,6967,Peace couple question show.,binders
Tyler,missing,6294,Quickly that customer least.,3999,Visit argue interesting more.,Art
Cynthia, $43.68 ,7961,Build test let option enough.,5969,Pretty one fire under better home.,binders
Jerome, $55.48 ,9423,Military leg nice small successful election.,471,Current modern science., Paper 
Thomas,USD 127.37,7191,Head court across phone level rule you.,3675,Anything class red vote compare change.,CHAIRS
Sandra,USD 49.44,4090,Condition treat adult door kid.,2774,Blood range serious camera value no.,binders
Courtney,26.39,6520,Both black decade much stock result experience.,6682,Yes day compare agent.,binders
Lee, $166.44 ,6614,Real perhaps whatever main.,2675,Write across somebody., Paper 
Megan, 485.88 ,8966,We measure appear old.,4853,Cover man leg customer.,STORAGE
Paul,97.26,8835,Stay million investment word understand everyone garden.,177,News box economic kind.,Appliances 
